,Unnamed: 0,rev_page,page_title,date,same_day_revs,prev_day_revs,week_before_revs,month_before_revs,year_before_revs,week_after_revs,day_after_revs,day_after_2_revs,category,category_score,around,before,boost,same_day_views,prev_day_views,week_before_views,month_before_views,year_before_views,day_after_views,is_event,News Item,subcategory,-1,Culture,Geography,History_and_Society,STEM,category_score_upd,category_upd
4791,306,-1,Chile,20220216,0.0,1.0,1.0,12.0,161.0,0.0,0.0,0.0,Geography,0.951152205467224,27934,29384,0.9506534168254832,5743,11200,46021,182024,2071322,11420,1,"W Chile w wieku 93 lat zmarła Cristina Calderón, ostatnia przedstawicielka czystej krwi plemienia Jagan i ostatnia osoba posługująca się językiem jagańskim[95].",Regions,0,0,1,0,0,0.7186043858528137,Geography.Regions.Americas.South_America
4792,309,-1,Hiszpania,20220215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Hiszpański trawler rybacki, Villa de Pitanxo, zatonął u wybrzeży Nowej Fundlandii i Labradoru w Kanadzie, w wyniku czego zginęło 10 członków załogi, a 11 osób uznano za zaginione[96].",-2,1,0,0,0,0,0.8840492963790894,Geography.Regions.Europe.Southern_Europe
4793,313,-1,Saint-Laurent-de-la-Salanque,20220214,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,Geography,0.9995794296264648,1519,21,72.33333333333333,801,805,834,948,2827,1369,1,"W wyniku eksplozji i pożaru w bloku mieszkalnym w miejscowości Saint-Laurent-de-la-Salanque w departamencie Pireneje Wschodnie na południu Francji zginęło siedem osób, a 20 zostało rannych[97][98].",Regions,0,0,1,0,0,0.9980832934379578,Geography.Regions.Europe.Western_Europe
4794,316,-1,KGHM_Polska_Mied%C5%BA,20220214,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,Geography,0.8840492963790894,595,371,1.6037735849056605,191,256,739,2344,22691,362,1,"KGHM podpisało z NuScale Power umowę w sprawie rozpoczęcia prac nad wdrożeniem sześciu reaktorów modułowych SMR w Polsce. Pierwszy z nich ma powstać do 2029 roku, natomiast cały zespół reaktorów ma zacząć działać rok później[99].",Regions,0,0,1,0,0,0.9381340146064758,Geography.Regions.Europe.Eastern_Europe
4795,318,-1,Daniel_Passent,20220214,0.0,0.0,0.0,0.0,6.0,13.0,-1.0,1.0,Culture,1.0000100135803225,5458,77,70.88311688311688,3356,3373,3460,3689,8088,4922,1,"W wieku 83 lat zmarł Daniel Passent, dziennikarz, wieloletni felietonista tygodnika „Polityka”, tłumacz, satyryk i autor książek; ambasador RP w Chile w latach 1997–2002[100].",Biography,0,1,0,0,0,0.9903015494346619,Culture.Biography.Biography*
4796,322,-1,Peru,20220214,1.0,2.0,5.0,38.0,371.0,4.0,0.0,0.0,Geography,0.9939124584197998,24915,23796,1.0470247100353,4965,10868,39985,153342,1778611,9787,1,"Peruwiańscy naukowcy odkryli na stanowisku archeologicznym Cajamarquilla, położonym na wschód od Limy, 14 preinkaskich mumii. Szacuje się, że liczą sobie 800–1000 lat[101].",Regions,0,0,1,0,0,0.8740872144699097,Geography.Regions.Americas.South_America
4797,325,-1,Zgromadzenie_Federalne_(Niemcy),20220213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,Zgromadzenie Federalne wybrało w Berlinie Franka-Waltera Steinmeiera na drugą kadencję prezydenta Niemiec. Steinmeier miał poparcie trzech partii rządzącej koalicji i opozycyjnej chadecji[102].,-2,1,0,0,0,0,1.0000100135803223,Geography.Regions.Europe.Western_Europe
4798,330,-1,Francja,20220212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,2,-1,1,"Francuskie wojska zaatakowały z powietrza bazę dżihadystów w południowym Burkina Faso w pobliżu granicy z Beninem, zabijając 40 bojowników. Atak był odwetem za masakrę dziewięciu osób (w tym jednego Francuza) w Parku Narodowym W w tym tygodniu[103].",-2,1,0,0,0,0,0.9688661694526672,Geography.Regions.Europe.Western_Europe
4799,334,-1,Peru,20220210,1.0,1.0,4.0,35.0,368.0,5.0,-1.0,0.0,Geography,0.9939124584197998,23796,25214,0.9437614023954946,4968,9921,40294,151244,1774965,9677,1,"Co najmniej 20 osób zginęło, a około 30 zostało rannych w wypadku autobusu, który spadł w przepaść na wiejskiej drodze w północnym Peru[104].",Regions,0,0,1,0,0,0.8740872144699097,Geography.Regions.Americas.South_America
4800,335,-1,Malataverne,20220210,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,0.0,Geography,0.9996417164802552,673,16,42.0625,285,311,329,409,1426,557,1,"Archeolodzy ogłosili odkrycie ludzkiego zęba w Grotte Mandrin niedaleko miasta Malataverne we Francji, datowanego na 54 000 BP, ok. 10 000 lat przed obecnie akceptowaną datą przybycia Homo sapiens do Europy[105].",Regions,0,0,1,0,0,0.9994397163391113,Geography.Regions.Europe.Western_Europe
4801,340,-1,Karbonado,20220209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Największy w historii oszlifowany czarny diament o nazwie Enigma, liczący miliard lat, został sprzedany za 3,16 mln funtów podczas aukcji online przeprowadzonej przez dom Sotheby’s w Londynie. Cenny kamień waży 555,55 karata[106].",-2,1,0,0,0,0,0.9983615279197693,STEM.STEM*
4802,343,-1,Pandemia_COVID-19,20220209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,2,-1,1,"Pandemia COVID-19: Według stanu na 9 lutego liczba potwierdzonych zakażeń na całym świecie przekroczyła 403 miliony, zaś liczba zgonów to prawie 6 milionów osób[107].",-2,1,0,0,0,0,0.982567548751831,STEM.STEM*
4803,344,-1,Mali,20220208,2.0,0.0,6.0,31.0,219.0,13.0,-1.0,0.0,Geography,0.974052667617798,24978,26978,0.9258655200533767,5060,10491,45127,176454,1435671,9540,1,"W wspólnej operacji malijskich sił zbrojnych i francuskiej grupy zadaniowej Takuba zginęło co najmniej 30 dżihadystów. W operacji brał udział myśliwiec Dassault Mirage 2000, który zaatakował grupę bojowników na motocyklach[108].",Regions,0,0,1,0,0,0.9450047016143799,Geography.Regions.Africa.Africa*
4804,347,-1,Osuwisko,20220208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"W wyniku osuwisk ziemi zginęło co najmniej 14 osób a 35 zostało rannych w Dosquebradas, departament Risaralda w Kolumbii[109][110].",-2,1,0,0,0,0,0.6297846436500549,STEM.Earth_and_environment
4805,351,-1,Wielka_Brytania,20220208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,4,-1,1,"Planowana na 66 miliardów dolarów fuzja brytyjskiej firmy Arm Ltd. zajmującej się półprzewodnikami i amerykańskiej firmy Nvidia, produkującej sprzęt, została anulowana z powodu nacisków regulacyjnych ze strony Stanów Zjednoczonych, Unii Europejskiej, Wielkiej Brytanii i Chin. Firma Arm stwierdziła, że zamiast tego wejdzie na giełdę przed marcem 2023 roku. Gdyby transakcja się powiodła, byłaby to największa fuzja w historii branży półprzewodników[111][112].",-2,1,0,0,0,0,-1.0,-1
4806,358,-1,NASA,20220208,0.0,1.0,5.0,21.0,177.0,1.0,0.0,0.0,STEM,0.9344051480293274,30094,45919,0.6553714148827283,5378,10974,69641,244602,1882275,13460,1,"NASA przyznała firmie Lockheed Martin kontrakt na budowę „pojazdu marsjańskiego wznoszącego się na Marsa” nowej generacji, który ma dostarczyć pierwsze próbki skał z Marsa na Ziemię w latach 30. XXI wieku[113].",STEM*,0,0,0,0,1,0.9996417164802551,STEM.Space
4807,362,-1,Skala_Saffira-Simpsona,20220206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Co najmniej 10 osób zginęło a około 48 tys. straciło dach nad głową na Madagaskarze w wyniku przejścia Batsirai, cyklonu 4 kategorii w skali Saffira-Simpsona. Cyklon nawiedził wschodnie wybrzeże Madagaskaru, a następnie przemieścił się w głąb lądu. Towarzyszyły mu ulewne deszcze, a wiatr osiągał prędkość 165 km/h[114][115].",-2,1,0,0,0,0,0.9991269707679749,STEM.Earth_and_environment
4808,364,-1,Meksyk,20220206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"W pobliżu meksykańskiego kurortu Cancún na wybrzeżu Morza Karaibskiego doszło do wypadku autokaru, w wyniku którego zginęło co najmniej osiem osób, a wiele zostało rannych[116].",-2,1,0,0,0,0,0.8634016513824463,Geography.Regions.Americas.North_America
4809,367,-1,Pakistan,20220205,1.0,0.0,7.0,33.0,337.0,2.0,-1.0,0.0,Geography,0.9724247455596924,87571,87604,0.9996233048719236,17431,35435,140115,526665,6345416,34288,1,"20 separatystów Armii Nacjonalistycznej Beludżystanu (BLA) i dziewięciu pakistańskich żołnierzy zginęło podczas nalotów w Panjgur i Nuśki, po tym, jak BLA zaatakowało dwa posterunki bezpieczeństwa dwa dni wcześniej, zabijając czterech żołnierzy i jednego cywila[117].",Regions,0,0,1,0,0,0.7663036584854126,Geography.Regions.Asia.Asia*
4810,369,-1,Austria,20220205,0.0,0.0,2.0,11.0,148.0,1.0,0.0,1.0,Geography,0.9219318628311156,46256,43446,1.0646779910693736,9462,18615,70339,261026,3062915,18744,1,W ciągu ostatnich 24 godzin w lawinach w Austrii zginęło dziewięć osób[118].,Regions,0,0,1,0,0,0.7981967926025391,Geography.Regions.Europe.Western_Europe
4811,370,-1,Afganistan,20220205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Geography,0.9748311638832092,76,101,0.7524752475247525,13,28,146,537,12181,31,1,"W północnym Afganistanie wystąpiło trzęsienie ziemi o magnitudzie 5,7. Epicentrum wstrząsów znajdowało się na głębokości 200 km, w odległości 204 km na wschód od miasta Kunduz, zamieszkiwanego przez ok. 161 tys. osób. Nie ma doniesień o ofiarach i stratach[119].",Regions,0,0,1,0,0,0.8634016513824463,Geography.Regions.Asia.Asia*
4812,372,-1,Joe_Biden,20220205,3.0,6.0,55.0,72.0,1357.0,9.0,-1.0,0.0,History_and_Society,0.8354935646057129,108481,118120,0.91839654588554,20260,42896,199962,739939,10969299,39787,1,"Administracja Bidena ogłosiła złagodzenie sankcji dla cywilnego sektora nuklearnego Iranu, ponieważ próbuje skłonić Iran do powrotu do rozmów w sprawie porozumienia nuklearnego[120].",Politics_and_government,0,0,0,1,0,0.9124462008476257,History_and_Society.Politics_and_government
4813,374,-1,Stany_Zjednoczone,20220204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Potężna burza ze śnieżycami i opadami marznącego deszczu objęła duże obszary USA od Teksasu przez Arkansas, Tennessee po część stanu Nowy Jork. Do wczesnego popołudnia odwołano ponad 4700 lotów. Bez prądu pozostawało przeszło 370 tys. osób[121][122].",-2,1,0,0,0,0,0.7310686111450195,Geography.Regions.Americas.North_America
4814,379,-1,Pekin,20220204,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Geography,0.6224693655967712,463,166,2.789156626506024,115,172,369,985,9736,241,1,W Pekinie rozpoczęły się XXIV Zimowe Igrzyska Olimpijskie[123].,Regions,0,0,1,0,0,0.9893575310707092,Geography.Regions.Asia.Asia*
4815,381,-1,Islandia,20220204,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,Geography,0.6442351341247559,284,274,1.0364963503649636,50,99,431,1859,21703,115,1,"Islandia ogłosiła, że zakończy praktykę połowu wielorybów do 2024 roku, powołując się na spadającą cenę mięsa wielorybów[124].",Geographical,0,0,1,0,0,0.7931159734725952,Geography.Regions.Europe.Europe*
4816,383,-1,Buenos_Aires,20220203,1.0,0.0,5.0,8.0,133.0,2.0,0.0,0.0,Geography,0.880807101726532,17622,16919,1.0415509190850525,3972,7509,27732,99052,1073977,7635,1,"20 osób zmarło, a 74 inne trafiły do szpitala w Buenos Aires w Argentynie po spożyciu kokainy zaprawionej trucizną lub inną substancją. Aresztowano dziewięć osób[125].",Regions,0,0,1,0,0,0.8267217874526978,Geography.Regions.Americas.South_America
4817,386,-1,Abu_Ibrahim_al-Hashimi_al-Qurashi,20220203,0.0,2.0,8.0,12.0,131.0,396.0,-1.0,84.0,History_and_Society,0.7371681928634644,321171,5413,59.33327175318677,158304,159463,166022,191520,712100,278234,1,"Abu Ibrahim al-Hashimi al-Qurashi, przywódca Państwa Islamskiego, zginął podczas nalotu Połączonego Dowództwa Operacji Specjalnych USA w Atma w gubernatorstwie Idlib w Syrii. al-Qurashi zdetonował bombę, w wyniku której zginął. Podczas nalotu zginęło 13 cywilów[126].",Politics_and_government,0,0,0,1,0,0.9284188151359558,Culture.Biography.Biography*
4818,390,-1,Uchod%C5%BAstwo_wewn%C4%99trzne,20220202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Ponad 60 osób zostało zabitych przez milicję CODECO podczas masowego ataku nożem w obozie dla osób wewnętrznie przesiedlonych w Djugu, Ituri, Demokratyczna Republika Konga[127].",-2,1,0,0,0,0,0.9947898983955383,History_and_Society.Politics_and_government
4819,393,-1,Turcja,20220202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Tureckie naloty na pozycje PKK i SDF w północnym Iraku i Syrii, zabiły 12 osób i raniły 17 innych[128].",-2,1,0,0,0,0,0.9706977605819702,Geography.Regions.Asia.West_Asia
4820,397,-1,Quito,20220201,0.0,0.0,4.0,6.0,58.0,0.0,0.0,0.0,Geography,0.9952548146247864,6979,6484,1.0763417643429982,1402,2587,10144,33704,370235,3310,1,"W powodzi w Quito, stolicy Ekwadoru, zginęło co najmniej 14 osób, a 32 zostały ranne[129].",Regions,0,0,1,0,0,0.9899964332580566,Geography.Regions.Americas.South_America
4821,399,-1,Haiti,20220201,0.0,0.0,0.0,13.0,172.0,2.0,0.0,1.0,Geography,0.9626831412315368,23011,22132,1.039716247966745,4797,9283,36073,140828,2975463,9613,1,"Trzy osoby zginęły, a co najmniej 2500 rodzin zostało ewakuowanych w wyniku ulewnych deszczy i powodzi na Haiti[130].",Regions,0,0,1,0,0,0.8267217874526978,Geography.Regions.Americas.Central_America
4822,403,-1,Michoac%C3%A1n,20220328,0.0,0.0,1.0,5.0,66.0,3.0,0.0,0.0,Geography,0.9820237755775452,5218,3498,1.4917095483133218,1621,2307,6591,23983,282826,2953,1,"20 osób zginęło, a cztery zostały ranne w masowej strzelaninie w miejscu, w którym odbywały się walki kogutów w Las Tinajas w stanie Michoacán w Meksyku[18].",Regions,0,0,1,0,0,0.9871888160705566,Geography.Regions.Americas.North_America
4823,405,-1,Kaduna_(stan),20220328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Napastnicy otwierzyli ogień do pociągu w stanie Kaduna przewożącego 970 pasażerów z Abudży do Kaduny w Nigerii, zabijając 7 osób i raniąc 22 inne. Niektóre zostają porwane[19].",-2,1,0,0,0,0,0.9989112615585327,Geography.Regions.Africa.Africa*
4824,413,-1,Beledweyne,20220323,0.0,0.0,0.0,2.0,42.0,4.0,0.0,0.0,Geography,0.9924327731132508,838,214,3.9158878504672896,121,184,470,1952,19550,502,1,"Dwóch zamachowców-samobójców wysadziło się w powietrze, atakując pojazd wiozący polityka Aminę Mohamed Abdi w Beledweyne. Zginęła ona, 47 innych osób i co najmniej 105 zostało rannych[57].",Regions,0,0,1,0,0,0.8706072568893433,Geography.Regions.Africa.Africa*
4825,416,-1,Katastrofa_lotu_China_Eastern_Airlines_5735,20220321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,132 osoby zginęły w katastrofie Boeinga 737 w chińskim regionie Kuangsi[70].,-2,1,0,0,0,0,1.0000100135803223,History_and_Society.Transportation
4826,420,-1,Prowincja_Gurma,20220321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Bojownicy islamscy urządzili zasadzkę na żołnierzy w prowincji Gourma w Burkina Faso, w wyniku której zginęło 13 osób[71].",-2,1,0,0,0,0,1.0000100135803223,Geography.Regions.Africa.Africa*
4827,424,-1,Morogoro_(region),20220319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"22 osoby zginęły, a 38 zostało rannych podczas zderzenia autobusu z ciężarówką w Melela Kibaoni w regionie Morogoro w Tanzanii[86].",-2,1,0,0,0,0,1.0000100135803223,Geography.Regions.Africa.Africa*
4828,433,-1,Arabia_Saudyjska,20220312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Arabia Saudyjska dokonała egzekucji 81 osób, co czyni ją największą egzekucją w historii kraju, przewyższając nawet tą ze stycznia 1980 roku, kiedy 63 bojowników skazano na śmierć za próbę przejęcia Świętego Meczetu w Mekce[144].",-2,1,0,0,0,0,0.8221991658210754,Geography.Regions.Asia.Asia*
4829,436,-1,Lualaba_(prowincja),20220312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Co najmniej 61 osób zginęło, a 54 zostały ranne podczas wypadku kolejowego w Lualabie w Demokratycznej Republice Konga[145].",-2,1,0,0,0,0,0.9970290064811707,Geography.Regions.Africa.Central_Africa
4830,442,-1,Kebbi_(stan),20220308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Uzbrojeni napastnicy napadli na grupę strażników w stanie Kebbi, zabijając 62 osoby[179]. Następnie Napastnicy w stanie Kebbi w Nigerii zaatakowali konwój wojskowy z zastępcą gubernatora stanu, Dabai'em Yombe. W ataku zginęło 19 żołnierzy. Konwój kierował się do Wasagu/Danko[180].",-2,1,0,0,0,0,0.9993433356285095,Geography.Regions.Africa.Africa*
4831,452,-1,Kana%C5%82_morski,20220430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Trójkołowiec wpadł do sztucznego kanału w Itaj al-Barud w Egipcie. Zginęło ośmioro dzieci, a cztery osoby zostały uratowane[1].",-2,1,0,0,0,0,0.9905974268913269,Geography.Geographical
4832,456,-1,Kabul,20220429,0.0,0.0,3.0,16.0,417.0,1.0,-1.0,0.0,Geography,0.9871888160705566,6776,6148,1.1021470396877031,1377,2657,10115,41725,1425215,2752,1,"W wyniku zbombardowania meczetu w Kabulu w Afganistanie zginęło 10 osób, a 15 zostało rannych[3].",Regions,0,0,1,0,0,1.0000100135803223,Geography.Regions.Asia.Asia*
4833,458,-1,Republika_%C5%9Arodkowoafryka%C5%84ska,20220429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,Sześciu żołnierzy i czterech rebeliantów z Koalicji Patriotów na rzecz Zmian zginęło podczas strzelaniny w placówce wojskowej w Bakouma w Republice Środkowoafrykańskiej[4].,-2,1,0,0,0,0,0.9433575868606567,Geography.Regions.Africa.Africa*
4834,459,-1,W%C5%82adimir_Putin,20220429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,1,-1,1,"Prezydent Rosji Władimir Putin przyjął zaproszenie na zbliżający się szczyt G20 na Bali w Indonezji, pomimo inwazji Rosji na Ukrainę. Na szczyt zaproszono także ukraińskiego prezydenta Wołodymyra Zełenskiego[5].",-2,1,0,0,0,0,0.8903042674064636,Culture.Biography.Biography*
4835,464,-1,Mazar-i_Szarif,20220428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Dziewięć osób zginęło, a 13 zostało rannych po tym, jak dwie bomby eksplodowały w dwóch autobusach z większością szyicką w Mazar-i Szarif w prowincji Balch[6].",-2,1,0,0,0,0,0.9928885698318481,Geography.Regions.Asia.Asia*
4836,468,-1,Gonder,20220426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Geography,0.9863731861114502,24,24,1.0,7,13,40,156,1720,14,1,20 wyznawców islamu zginęło podczas zamieszek w Gonder w regionie Amhara w Etiopii[18].,Regions,0,0,1,0,0,0.9814634323120117,Geography.Regions.Africa.Eastern_Africa
4837,471,-1,Pandemia_COVID-19,20220426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,2,-1,1,"Pandemia COVID-19: Według stanu na 26 kwietnia liczba potwierdzonych zakażeń na całym świecie przekroczyła 510 milionów, zaś liczba zgonów to ponad 6,2 miliona osób[19].",-2,1,0,0,0,0,0.982567548751831,STEM.STEM*
4838,474,-1,Darfur_Zachodni,20220424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Co najmniej 168 osób zginęło, a 98 zostało rannych podczas trzydniowego starcia między Arabami i nie-Arabami w Zachodnim Darfurze w Sudanie[31].",-2,1,0,0,0,0,1.0000100135803223,Geography.Regions.Africa.Africa*
4839,476,-1,Prowincja_Soum,20220424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"W atakach dżihadystów na posterunki wojskowe w prowincji Soum w Burkina Faso zginęło 15 żołnierzy i cywilów, a około 20 zostało rannych[32].",-2,1,0,0,0,0,1.0000100135803223,Geography.Regions.Africa.Africa*
4840,479,-1,Synod_Ko%C5%9Bcio%C5%82a_Ewangelicko-Augsburskiego_w_RP,20220423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,Synod Kościoła Ewangelicko-Augsburskiego w RP wybrał wiceprezesa i radców Konsystorza w nowej kadencji. Wiceprezesem Konsystorza został dr Emir Kasprzycki[37].,-2,1,0,0,0,0,0.9956784844398499,Culture.Philosophy_and_religion
4841,482,-1,Rivers,20220423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STEM,0.6992644667625427,99,92,1.076086956521739,15,34,150,894,9801,37,1,Ponad 100 osób zginęło w wyniku eksplozji nielegalnego składu ropy naftowej w stanie Rivers w Nigerii[38].,STEM*,0,0,0,0,1,0.9985549449920654,Geography.Regions.Africa.Africa*
4842,484,-1,Japonia,20220423,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,STEM,1.0000100135803225,122,183,0.6666666666666666,18,42,242,1069,11505,47,1,"Dziesięć osób zginęło, a 16 uznano za zaginione, gdy łódź wycieczkowa zatonęła u wybrzeży japońskiej wyspy Hokkaido[39].",STEM*,0,0,0,0,1,0.9615437984466553,Geography.Regions.Asia.East_Asia
4843,487,-1,Kunduz_(miasto),20220422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"Co najmniej 33 osoby zginęły, a 43 zostały ranne w zamachu bombowym na meczet w Kunduz w Afganistanie[41].",-2,1,0,0,0,0,0.9921941161155701,Geography.Regions.Asia.South_Asia
4844,490,-1,Mazar-i_Szarif,20220421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"W zamachu bombowym na szyicki meczet w Mazar-i Szarif w prowincji Balch zginęło 31 osób, a 87 zostało rannych. Państwo Islamskie przyznało się do zamachu[47].",-2,1,0,0,0,0,0.9928885698318481,Geography.Regions.Asia.Asia*
4845,493,-1,Boko_Haram,20220421,1.0,0.0,0.0,7.0,196.0,3.0,0.0,0.0,History_and_Society,0.7248802781105042,9550,9635,0.991177996886352,2068,4048,15869,52883,768308,3970,1,"Dżihadyści Boko Haram napadli na miasto Geidam w stanie Yobe w Nigerii, zabijając 12 osób. Kilka budynków zostało zniszczonych, w tym szkoła[48].",Politics_and_government,0,0,0,1,0,0.9748311638832092,Geography.Regions.Africa.Africa*
4846,497,-1,Amhara,20220420,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Geography,1.0000100135803225,48,48,1.0,2,12,65,267,4259,17,1,"Co najmniej 20 osób zginęło, a 50 zostało rannych w starciach w regionie Amhara w Etiopii[51].",Regions,0,0,1,0,0,1.0000100135803223,Geography.Regions.Africa.Africa*
4847,499,-1,Bauczi_(stan),20220420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"20 osób zginęło, a co najmniej jedna została ranna, gdy minibus zderzył się z innym pojazdem w stanie Bauczi w Nigerii[52].",-2,1,0,0,0,0,0.9993836879730225,Geography.Regions.Africa.Africa*
4848,500,-1,Nigeria,20220420,0.0,0.0,17.0,22.0,387.0,3.0,0.0,1.0,Geography,0.9579222798347472,51766,46174,1.1211071165591024,11089,21457,77457,315147,3847306,21175,1,"Sześć osób zginęło, a 19 zostało rannych w zamachu bombowym na targu bydła w stanie Taraba we wschodniej Nigerii. Napastnik również zginął w eksplozji. Państwo Islamskie przyznało się do ataku[53].",Regions,0,0,1,0,0,0.812877357006073,Geography.Regions.Africa.Africa*
4849,502,-1,Katastrofa_g%C3%B3rnicza_w_kopalni_Pni%C3%B3wek,20220420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,"W wyniku serii wybuchów metanu w KWK Pniówek, zginęło 5 górników, 30 zostało rannych, a 7 uznano za zaginionych[54].",-2,1,0,0,0,0,0.9591643214225769,Geography.Regions.Europe.Eastern_Europe
4850,506,-1,Pa%C5%84stwo_Islamskie,20220417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,1,Ponad 70 bojowników Państwa Islamskiego – Afryka Zachodnia zginęło podczas nalotów Nigru i Nigerii na granicy obu krajów[69].,-2,1,0,0,0,0,0.9715740084648132,Geography.Regions.Asia.West_Asia
4851,511,-1,Pakistan,20220415,1.0,2.0,15.0,19.0,328.0,4.0,0.0,2.0,Geography,0.9724247455596924,100988,209213,0.4827042296606807,18297,39130,266193,714942,6775572,36385,1,"Co najmniej 39 osób zginęło w kilku nalotach w Pakistanie na przygranicznych obszarach afgańskich prowincji Chost i Kunar, rzekomo wymierzonych w członków TTP[80].",Regions,0,0,1,0,0,0.7663036584854126,Geography.Regions.Asia.Asia*
